                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    288,                0.12603,                0.67308,                      1,                0.84581,             0.00030968,             0.00030968,             0.00030968
                    289,                0.13379,                0.67308,                      1,                0.87282,             0.00030826,             0.00030826,             0.00030826
                    290,                0.15707,                0.69231,                      1,                0.85347,             0.00030685,             0.00030685,             0.00030685
                    291,                0.15767,                0.67308,                      1,                0.84725,             0.00030543,             0.00030543,             0.00030543
                    292,                0.13847,                0.69231,                      1,                 0.8042,             0.00030402,             0.00030402,             0.00030402
                    293,                0.13738,                0.68269,                      1,                  0.781,             0.00030261,             0.00030261,             0.00030261
                    294,                0.14261,                0.72115,                      1,                0.84309,             0.00030119,             0.00030119,             0.00030119
                    295,                0.13078,                0.69231,                      1,                0.83629,             0.00029978,             0.00029978,             0.00029978
                    296,                0.13141,                0.71154,                      1,                0.86151,             0.00029837,             0.00029837,             0.00029837
                    297,                0.10728,                0.73077,                      1,                0.81502,             0.00029695,             0.00029695,             0.00029695
                    298,                0.12784,                0.72115,                      1,                0.81386,             0.00029554,             0.00029554,             0.00029554
                    299,                0.10987,                0.72115,                      1,                0.79463,             0.00029413,             0.00029413,             0.00029413
                    300,                0.15715,                0.72115,                      1,                0.80732,             0.00029271,             0.00029271,             0.00029271
                    301,                0.15809,                0.71154,                      1,                0.80812,              0.0002913,              0.0002913,              0.0002913
                    302,                0.10572,                0.71154,                      1,                0.85112,             0.00028988,             0.00028988,             0.00028988
                    303,                0.13632,                0.70192,                      1,                0.78735,             0.00028847,             0.00028847,             0.00028847
                    304,                0.11046,                0.69231,                      1,                0.86869,             0.00028706,             0.00028706,             0.00028706
                    305,                0.11575,                0.69231,                      1,                0.80381,             0.00028564,             0.00028564,             0.00028564
                    306,                0.12355,                0.68269,                      1,                0.81602,             0.00028423,             0.00028423,             0.00028423
                    307,                0.16302,                0.68269,                      1,                0.82112,             0.00028282,             0.00028282,             0.00028282
                    308,                0.17662,                0.72115,                      1,                0.83605,              0.0002814,              0.0002814,              0.0002814
                    309,                0.09547,                0.73077,                      1,                0.81417,             0.00027999,             0.00027999,             0.00027999
                    310,                0.13039,                0.71154,                      1,                0.79573,             0.00027857,             0.00027857,             0.00027857
                    311,                0.14887,                0.70192,                      1,                0.82533,             0.00027716,             0.00027716,             0.00027716
                    312,                0.15557,                0.69231,                      1,                0.84932,             0.00027575,             0.00027575,             0.00027575
                    313,                  0.108,                0.71154,                      1,                0.86291,             0.00027433,             0.00027433,             0.00027433
                    314,                0.11133,                0.68269,                      1,                0.84568,             0.00027292,             0.00027292,             0.00027292
                    315,                0.15646,                0.72115,                      1,                 0.8322,             0.00027151,             0.00027151,             0.00027151
                    316,                 0.1567,                0.73077,                      1,                0.79102,             0.00027009,             0.00027009,             0.00027009
                    317,                 0.1471,                0.73077,                      1,                0.78847,             0.00026868,             0.00026868,             0.00026868
                    318,                0.14296,                0.69231,                      1,                0.80725,             0.00026726,             0.00026726,             0.00026726
                    319,                0.14709,                0.69231,                      1,                0.82904,             0.00026585,             0.00026585,             0.00026585
                    320,                0.11193,                0.70192,                      1,                0.79191,             0.00026444,             0.00026444,             0.00026444
                    321,                0.14771,                0.70192,                      1,                0.79515,             0.00026302,             0.00026302,             0.00026302
                    322,                0.13251,                0.68269,                      1,                   0.84,             0.00026161,             0.00026161,             0.00026161
                    323,                0.13407,                0.68269,                      1,                0.79837,              0.0002602,              0.0002602,              0.0002602
                    324,                0.14083,                0.69231,                      1,                0.79459,             0.00025878,             0.00025878,             0.00025878
                    325,                0.15522,                0.69231,                      1,                0.79784,             0.00025737,             0.00025737,             0.00025737
                    326,                0.10754,                0.66346,                      1,                0.80944,             0.00025595,             0.00025595,             0.00025595
                    327,                0.13433,                0.68269,                      1,                0.81259,             0.00025454,             0.00025454,             0.00025454
                    328,                0.16969,                0.66346,                      1,                 0.8352,             0.00025313,             0.00025313,             0.00025313
                    329,                0.10912,                0.69231,                      1,                0.87268,             0.00025171,             0.00025171,             0.00025171
                    330,                0.12974,                0.70192,                      1,                0.85008,              0.0002503,              0.0002503,              0.0002503
                    331,                0.13861,                0.68269,                      1,                0.84296,             0.00024889,             0.00024889,             0.00024889
