                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.14982,                0.82692,                      1,                0.70009,             0.00064614,             0.00064614,             0.00064614
                     51,                0.14538,                0.84615,                      1,                0.69789,             0.00064473,             0.00064473,             0.00064473
                     52,                 0.1465,                  0.875,                      1,                0.67832,             0.00064331,             0.00064331,             0.00064331
                     53,                0.11464,                0.86538,                      1,                0.67514,              0.0006419,              0.0006419,              0.0006419
                     54,                0.17885,                  0.875,                      1,                0.68263,             0.00064049,             0.00064049,             0.00064049
                     55,                0.20604,                  0.875,                      1,                0.67973,             0.00063907,             0.00063907,             0.00063907
                     56,                0.16989,                0.88462,                      1,                0.67258,             0.00063766,             0.00063766,             0.00063766
                     57,                0.16321,                  0.875,                      1,                0.67617,             0.00063625,             0.00063625,             0.00063625
                     58,                0.18045,                  0.875,                      1,                0.67711,             0.00063483,             0.00063483,             0.00063483
                     59,                0.17724,                  0.875,                      1,                0.68412,             0.00063342,             0.00063342,             0.00063342
                     60,                0.18974,                0.85577,                      1,                0.69384,               0.000632,               0.000632,               0.000632
                     61,                0.17764,                0.84615,                      1,                0.70225,             0.00063059,             0.00063059,             0.00063059
                     62,                0.16728,                0.83654,                      1,                0.70176,             0.00062918,             0.00062918,             0.00062918
                     63,                0.20051,                  0.875,                      1,                0.69766,             0.00062776,             0.00062776,             0.00062776
                     64,                0.14867,                0.84615,                      1,                 0.6967,             0.00062635,             0.00062635,             0.00062635
                     65,                0.18125,                0.84615,                      1,                0.70716,             0.00062494,             0.00062494,             0.00062494
                     66,                 0.1633,                0.84615,                      1,                0.71492,             0.00062352,             0.00062352,             0.00062352
                     67,                 0.1898,                0.83654,                      1,                0.71598,             0.00062211,             0.00062211,             0.00062211
                     68,                0.17199,                0.85577,                      1,                0.70442,             0.00062069,             0.00062069,             0.00062069
                     69,                0.14184,                0.83654,                      1,                0.71083,             0.00061928,             0.00061928,             0.00061928
                     70,                0.14828,                0.85577,                      1,                0.70668,             0.00061787,             0.00061787,             0.00061787
                     71,                0.14604,                0.86538,                      1,                 0.6869,             0.00061645,             0.00061645,             0.00061645
                     72,                0.19048,                0.85577,                      1,                0.69545,             0.00061504,             0.00061504,             0.00061504
                     73,                0.15394,                0.85577,                      1,                0.70837,             0.00061363,             0.00061363,             0.00061363
                     74,                0.13857,                0.84615,                      1,                0.71598,             0.00061221,             0.00061221,             0.00061221
                     75,                0.14171,                0.83654,                      1,                0.71129,              0.0006108,              0.0006108,              0.0006108
                     76,                0.12941,                0.83654,                      1,                0.71148,             0.00060938,             0.00060938,             0.00060938
                     77,                0.13501,                0.81731,                      1,                0.71731,             0.00060797,             0.00060797,             0.00060797
                     78,                0.11582,                0.81731,                      1,                0.71759,             0.00060656,             0.00060656,             0.00060656
                     79,                 0.1471,                0.80769,                      1,                0.71826,             0.00060514,             0.00060514,             0.00060514
                     80,                0.17044,                0.82692,                      1,                0.71858,             0.00060373,             0.00060373,             0.00060373
                     81,                0.17481,                0.79808,                      1,                 0.7359,             0.00060232,             0.00060232,             0.00060232
                     82,                 0.1779,                0.78846,                      1,                0.73282,              0.0006009,              0.0006009,              0.0006009
                     83,                0.12706,                0.79808,                      1,                 0.7442,             0.00059949,             0.00059949,             0.00059949
                     84,                0.18361,                0.80769,                      1,                0.73219,             0.00059807,             0.00059807,             0.00059807
                     85,                0.19188,                0.80769,                      1,                0.74441,             0.00059666,             0.00059666,             0.00059666
                     86,                0.13756,                0.80769,                      1,                0.74133,             0.00059525,             0.00059525,             0.00059525
                     87,                0.14958,                0.80769,                      1,                0.72467,             0.00059383,             0.00059383,             0.00059383
                     88,                0.16663,                0.80769,                      1,                0.72361,             0.00059242,             0.00059242,             0.00059242
                     89,                0.18799,                0.79808,                      1,                0.73914,             0.00059101,             0.00059101,             0.00059101
                     90,                0.16746,                0.78846,                      1,                0.75454,             0.00058959,             0.00058959,             0.00058959
                     91,                0.17587,                0.76923,                      1,                 0.7701,             0.00058818,             0.00058818,             0.00058818
                     92,                0.17058,                0.75962,                      1,                0.76868,             0.00058677,             0.00058677,             0.00058677
                     93,                0.18046,                0.79808,                      1,                0.75334,             0.00058535,             0.00058535,             0.00058535
                     94,                0.13595,                0.80769,                      1,                0.74259,             0.00058394,             0.00058394,             0.00058394
                     95,                0.11806,                0.76923,                      1,                0.75423,             0.00058252,             0.00058252,             0.00058252
                     96,                0.12466,                0.79808,                      1,                0.74197,             0.00058111,             0.00058111,             0.00058111
                     97,                0.20049,                0.78846,                      1,                0.74031,              0.0005797,              0.0005797,              0.0005797
                     98,                0.15887,                0.79808,                      1,                0.74639,             0.00057828,             0.00057828,             0.00057828
                     99,                0.17049,                0.80769,                      1,                0.73848,             0.00057687,             0.00057687,             0.00057687
                    100,                0.15234,                0.80769,                      1,                0.73953,             0.00057546,             0.00057546,             0.00057546
                    101,                0.12975,                0.77885,                      1,                0.74609,             0.00057404,             0.00057404,             0.00057404
                    102,                0.14628,                0.79808,                      1,                0.74148,             0.00057263,             0.00057263,             0.00057263
